Entlüftung,Artikelnummer,Artikelbezeichnung,Menge Statisch,Menge Formel,ET-HVB
"DA 32 x 1""",2000852,Absperrventil Kunststoff - Kugelhahn DA 32 mm ohne Einlegeteil,2
"DA 32 x 1""",2000815,Absperrventil Kunststoff - Kugelhahn DA 32 mm PE Stutzen - Einlegeteil,2,,DA 63
"DA 32 x 1""",2001177,GN Einschweißteil - DA 40 mm,2,,DA 75|DA 90|DA 110|DA 125|DA 140|DA 160|DA 180|DA 200|DA 225|DA 250|DA 280|DA 315|DA 355
"DA 32 x 1""",2001029,"Absperrventil Kunststoff - Kugelhahn DA 32 mm x 1"" AG - Einlegeteil",2
"DA 32 x 1""",2001167,Absperrventil - KST - ZUB - KH32 - Überwurfmutter - SKS,4
"DA 32 x 1""",2000718,"Verschluss - Endkappe 1 IG""",2
