Nummer,Artikel,Menge - Statisch,Schächte
2002024,Schilder Ø 80 mm  Erdwärmesonde,=sondenanzahl,Verteiler | GN X1 | GN X2 | GN X3 | GN X4 |  GN 2 | GN 1 | GN R Medium | GN R Kompakt | GN R Mini | GN R Nano
